,playerName,ShotQualityO,ShotQualityD
0,Vince Carter,1.1737103723480804,0.7268058039606555
1,Dirk Nowitzki,0.9728769205261051,0.025210568897803275
2,Paul Pierce,-0.014344570272400445,-0.03820752477846328
3,Jason Terry,0.0662239860820444,0.2733534704603617
4,Metta World Peace,0.4357314645468298,0.26931202305045543
5,Manu Ginobili,1.6385146474046706,0.8199709420392273
6,Mike Miller,0.1933196568470798,-0.1029027014746734
7,Jamal Crawford,0.907741734528928,0.18907953605688424
8,Tyson Chandler,-1.9907273240275616,-0.0023869093362810733
9,Pau Gasol,0.7548098743090292,0.7213583888845317
10,Joe Johnson,0.7946988910789762,0.16616598138908034
11,Richard Jefferson,0.35057316681281686,0.6383214517331333
12,Zach Randolph,0.10353399372075683,-0.6502455084625804
13,Tony Parker,-0.20955920815825038,0.040740327696408174
14,Chris Andersen,-0.7396116161204895,0.09401095268496394
15,Mike Dunleavy,-0.78978317679931,0.45450800747862063
16,Nene,-0.24208682424561537,0.5018519847461708
17,Matt Barnes,0.7822616693076903,0.15400723515347936
18,Luis Scola,0.8937719178033243,0.09496256331839915
19,LeBron James,3.150382207378308,-0.36379186733139046
20,Carmelo Anthony,0.6855150129304413,-0.9006811793785718
21,Dwyane Wade,-0.3509826025864025,-0.6173923971971229
22,Nick Collison,-0.301326265930988,-0.03098459006814021
23,David West,0.16735115211272356,-0.5651072530051111
24,Boris Diaw,0.7509636103707366,-0.16816823658136126
25,Leandro Barbosa,-0.6818323956758275,-0.18380658075728845
26,Zaza Pachulia,-0.15227053172382043,-0.4091590464686055
27,James Jones,-0.965870386252986,-0.2481777368375473
28,Kyle Korver,0.1484559107744148,-0.13635733615677556
29,Udonis Haslem,-0.6989946134599012,-0.2934813855840765
30,Dwight Howard,-3.5609945778536822,1.2813985431123367
31,Shaun Livingston,-0.19485077323731548,0.7234961906755019
32,Devin Harris,0.33092721743124426,-0.31935083503307937
33,Luol Deng,0.16810266613323407,-0.05608695863335046
34,Andre Iguodala,1.5990048771210146,0.37737447068618635
35,Kris Humphries,-0.16878707937183918,0.06279393373870529
36,Al Jefferson,0.0708472379690914,1.0920718042474806
37,JR Smith,0.6751309782729275,-0.7138479496883349
38,Jameer Nelson,0.6848114921769433,0.5545104603899242
39,Tony Allen,0.08988080352234984,0.07339964402044269
40,Sasha Vujacic,-0.059157577610634185,-0.2502631987964907
41,Beno Udrih,-0.7586847407558849,0.09444048902492895
42,Anderson Varejao,0.011467119492308725,0.16558972700198468
43,Trevor Ariza,1.8857466623046215,-0.5011984302889516
44,Andrew Bogut,-1.1806399366632723,0.9384526449178356
45,Marvin Williams,0.8662830954918745,-0.1292920381562171
46,Chris Paul,0.7103514070081122,0.7410604720179544
47,Raymond Felton,0.23431416706849958,0.4139171250463138
48,Channing Frye,1.1629716629374207,0.23066834829309238
49,Deron Williams,1.395585827112081,0.28487012380945254
50,Gerald Green,0.4604093826561065,0.16244293340430216
51,Ian Mahinmi,0.5673862485387502,-0.11487025966061531
52,David Lee,-0.37027796366181276,-0.009771304852431264
53,Brandon Bass,-0.2940357836447836,-0.7816368043858595
54,CJ Miles,0.2982479001744522,0.7615349097191991
55,Ersan Ilyasova,0.5663102878429274,-0.01811516374316029
56,Monta Ellis,0.6613476080970896,-0.28599548972140726
57,Lou Williams,1.3878621769561923,-0.5058822557292267
58,Amir Johnson,-2.7379225122309743,0.8807005283604251
59,Marcin Gortat,-0.759486932373005,0.5313407829511907
60,Ronnie Price,-0.008841205344333742,0.5715178287848263
61,Jose Calderon,0.5610380720669047,-0.2450002655728651
62,Alan Anderson,-0.027747806042665062,0.13329116287678708
63,LaMarcus Aldridge,0.5182260356672217,0.016369560898630325
64,Randy Foye,1.1926002913040483,0.5720694746613436
65,Rudy Gay,0.4306183668039243,-0.3984382832305201
66,JJ Redick,0.4194749441453623,-0.12376777193693121
67,Thabo Sefolosha,-0.6556085796365847,0.4284554840369395
68,Rajon Rondo,0.7101244837370501,-0.6687435381485437
69,Kyle Lowry,2.692454344059787,-0.6330952032406164
70,Sergio Rodriguez,0.3661929546263963,0.022982529432891367
71,PJ Tucker,-0.9841434001514574,0.3138290362901869
72,Paul Millsap,0.4792573382843171,-0.6499058025694693
73,J.J. Barea,-0.1413697295567562,0.478566418579885
74,Kevin Durant,0.5239230358348073,0.37853681246368404
75,Al Horford,-0.6075210969212267,0.502694490616049
76,Mike Conley,1.5758925992370494,-0.04957604026280385
77,Jeff Green,0.06653070801387609,0.29085022910858727
