,playerId,playerName,LA-RAPM,LA-RAPM_Rank,LA-RAPM__Def,LA-RAPM__Def_Rank,LA-RAPM__Off,LA-RAPM__Off_Rank,LA-RAPM__intercept,RA-EFG,RA-EFG_Rank,RA-EFG__Def,RA-EFG__Def_Rank,RA-EFG__Off,RA-EFG__Off_Rank,RA-EFG__intercept,RA-FTR,RA-FTR_Rank,RA-FTR__Def,RA-FTR__Def_Rank,RA-FTR__Off,RA-FTR__Off_Rank,RA-FTR__intercept,RA-ORBD,RA-ORBD_Rank,RA-ORBD__Def,RA-ORBD__Def_Rank,RA-ORBD__Off,RA-ORBD__Off_Rank,RA-ORBD__intercept,RA-TOV,RA-TOV_Rank,RA-TOV__Def,RA-TOV__Def_Rank,RA-TOV__Off,RA-TOV__Off_Rank,RA-TOV__intercept,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,RAPM__intercept,season
10,101135,David Lee,0.21,197.0,1.15,84.0,-0.94,354.0,106.16,-0.06,238.0,0.3,174.0,-0.36,312.0,51.81,-1.65,377.0,0.08,209.0,-1.73,408.0,33.01,0.0,230.0,0.51,94.0,-0.51,363.0,20.46,-0.94,427.0,0.18,159.0,-1.11,468.0,-14.63,-0.81,398.0,0.12,191.0,-0.92,452.0,107.3,2015-16
11,101138,Brandon Bass,2.01,68.0,-0.83,362.0,2.84,21.0,106.16,1.58,51.0,0.23,188.0,1.35,36.0,51.81,0.65,161.0,-1.5,405.0,2.15,52.0,33.01,-0.21,285.0,-0.36,354.0,0.15,177.0,20.46,1.18,26.0,0.49,84.0,0.69,34.0,-14.63,1.08,51.0,-0.05,258.0,1.14,25.0,107.3,2015-16
12,101139,CJ Miles,-1.05,339.0,-0.9,370.0,-0.14,241.0,106.16,-0.01,231.0,-0.67,382.0,0.66,107.0,51.81,-2.35,424.0,-2.43,449.0,0.07,204.0,33.01,-2.21,463.0,-1.0,443.0,-1.21,447.0,20.46,0.2,177.0,0.8,39.0,-0.6,433.0,-14.63,-0.8,396.0,-0.42,370.0,-0.38,358.0,107.3,2015-16
13,101141,Ersan Ilyasova,-3.77,468.0,-1.25,395.0,-2.52,463.0,106.16,-3.97,476.0,-2.44,475.0,-1.52,454.0,51.81,-2.41,428.0,-0.2,258.0,-2.21,432.0,33.01,2.53,8.0,0.39,117.0,2.14,8.0,20.46,0.29,149.0,0.91,28.0,-0.62,437.0,-14.63,-1.59,453.0,-0.85,442.0,-0.74,433.0,107.3,2015-16
14,101145,Monta Ellis,0.2,200.0,0.26,181.0,-0.07,231.0,106.16,-0.86,359.0,0.06,226.0,-0.92,410.0,51.81,-0.28,255.0,-1.01,378.0,0.74,147.0,33.01,-1.11,413.0,-0.99,440.0,-0.13,261.0,20.46,0.57,101.0,0.71,52.0,-0.14,297.0,-14.63,0.4,129.0,0.58,70.0,-0.18,286.0,107.3,2015-16
15,101150,Lou Williams,-0.45,274.0,-1.94,445.0,1.49,69.0,106.16,-1.35,406.0,-0.18,290.0,-1.17,434.0,51.81,2.82,41.0,-0.76,342.0,3.58,15.0,33.01,-1.25,421.0,-1.03,447.0,-0.22,295.0,20.46,-0.29,334.0,-0.71,436.0,0.42,83.0,-14.63,-1.59,454.0,-1.25,466.0,-0.34,347.0,107.3,2015-16
16,101161,Amir Johnson,3.01,34.0,2.36,17.0,0.66,142.0,106.16,0.4,176.0,0.74,98.0,-0.34,306.0,51.81,1.31,111.0,3.38,16.0,-2.07,427.0,33.01,0.03,221.0,-0.37,357.0,0.4,124.0,20.46,-0.03,252.0,-0.12,284.0,0.1,193.0,-14.63,0.82,81.0,0.54,74.0,0.28,123.0,107.3,2015-16
17,101162,Marcin Gortat,1.52,97.0,0.99,97.0,0.53,156.0,106.16,1.5,60.0,1.26,31.0,0.24,178.0,51.81,1.37,104.0,4.1,9.0,-2.73,450.0,33.01,0.84,96.0,0.01,234.0,0.82,72.0,20.46,-1.34,460.0,-1.15,470.0,-0.2,323.0,-14.63,0.65,104.0,0.46,102.0,0.19,149.0,107.3,2015-16
18,101179,Ronnie Price,0.92,139.0,2.33,21.0,-1.41,410.0,106.16,-0.42,302.0,0.69,102.0,-1.11,430.0,51.81,-2.11,407.0,-1.65,415.0,-0.45,295.0,33.01,1.63,33.0,1.61,3.0,0.03,214.0,20.46,1.39,17.0,1.13,12.0,0.26,143.0,-14.63,0.37,139.0,1.12,17.0,-0.75,438.0,107.3,2015-16
19,101181,Jose Calderon,-0.61,295.0,-1.67,435.0,1.06,96.0,106.16,0.91,107.0,-0.47,339.0,1.38,34.0,51.81,-2.14,414.0,0.96,108.0,-3.1,458.0,33.01,-0.68,374.0,-0.51,384.0,-0.17,276.0,20.46,-1.3,458.0,-1.07,464.0,-0.23,335.0,-14.63,-0.36,315.0,-0.73,424.0,0.37,105.0,107.3,2015-16
20,101187,Alan Anderson,1.72,83.0,1.0,95.0,0.72,131.0,106.16,-0.16,257.0,0.21,193.0,-0.37,314.0,51.81,2.01,76.0,-0.54,312.0,2.55,35.0,33.01,-0.61,361.0,0.2,180.0,-0.81,407.0,20.46,0.22,173.0,-0.14,295.0,0.36,105.0,-14.63,0.3,150.0,0.2,164.0,0.11,177.0,107.3,2015-16
21,1495,Tim Duncan,4.57,9.0,3.83,6.0,0.74,125.0,106.16,2.54,19.0,2.29,4.0,0.25,173.0,51.81,1.28,115.0,1.54,73.0,-0.26,265.0,33.01,1.67,31.0,0.66,70.0,1.0,54.0,20.46,-0.53,378.0,-0.1,272.0,-0.43,402.0,-14.63,2.03,15.0,1.83,3.0,0.19,148.0,107.3,2015-16
22,1626143,Jahlil Okafor,-2.69,440.0,0.49,138.0,-3.18,472.0,106.16,-2.2,454.0,-0.11,264.0,-2.09,473.0,51.81,3.22,32.0,3.04,19.0,0.18,196.0,33.01,0.29,167.0,0.19,181.0,0.1,194.0,20.46,-2.92,476.0,-1.12,466.0,-1.8,475.0,-14.63,-2.81,475.0,-0.42,369.0,-2.39,476.0,107.3,2015-16
23,1626144,Emmanuel Mudiay,-1.8,400.0,-0.67,344.0,-1.13,381.0,106.16,-0.24,269.0,-0.41,327.0,0.17,190.0,51.81,0.88,144.0,-0.24,268.0,1.12,104.0,33.01,0.02,223.0,0.13,194.0,-0.11,255.0,20.46,-0.97,434.0,-0.52,405.0,-0.45,405.0,-14.63,-0.39,325.0,-0.41,367.0,0.03,205.0,107.3,2015-16
24,1626145,Tyus Jones,0.01,222.0,-0.09,255.0,0.1,202.0,106.16,-1.07,376.0,-0.46,338.0,-0.6,352.0,51.81,-0.94,318.0,0.81,123.0,-1.75,410.0,33.01,-0.54,347.0,-0.38,359.0,-0.16,274.0,20.46,0.45,120.0,0.19,156.0,0.26,144.0,-14.63,-0.67,379.0,-0.49,385.0,-0.18,282.0,107.3,2015-16
25,1626146,Cliff Alexander,-0.1,232.0,0.1,218.0,-0.19,249.0,106.16,-0.34,288.0,-0.14,281.0,-0.19,272.0,51.81,0.55,171.0,0.54,147.0,0.02,215.0,33.01,-0.45,330.0,-0.1,277.0,-0.35,331.0,20.46,0.14,200.0,0.11,191.0,0.03,223.0,-14.63,-0.14,257.0,-0.02,247.0,-0.12,258.0,107.3,2015-16
26,1626147,Justin Anderson,1.21,115.0,1.17,81.0,0.03,211.0,106.16,0.05,224.0,0.88,74.0,-0.83,392.0,51.81,-0.8,305.0,-1.61,414.0,0.81,140.0,33.01,0.75,105.0,1.5,6.0,-0.75,402.0,20.46,0.51,108.0,-0.05,249.0,0.56,57.0,-14.63,0.54,116.0,0.77,45.0,-0.24,312.0,107.3,2015-16
27,1626148,Anthony Brown,0.3,192.0,0.36,163.0,-0.06,229.0,106.16,0.14,210.0,0.64,109.0,-0.5,335.0,51.81,0.62,165.0,1.07,100.0,-0.45,293.0,33.01,1.0,79.0,0.62,77.0,0.38,131.0,20.46,0.22,171.0,-0.06,252.0,0.28,134.0,-14.63,0.32,146.0,0.38,117.0,-0.06,235.0,107.3,2015-16
28,1626149,Montrezl Harrell,1.63,90.0,0.82,110.0,0.81,116.0,106.16,-0.32,285.0,-0.57,368.0,0.26,171.0,51.81,0.84,146.0,0.67,137.0,0.17,199.0,33.01,0.25,171.0,0.03,229.0,0.23,157.0,20.46,0.01,239.0,0.3,125.0,-0.29,358.0,-14.63,0.37,138.0,0.18,168.0,0.19,150.0,107.3,2015-16
29,1626151,Aaron Harrison,-0.8,316.0,0.24,189.0,-1.05,372.0,106.16,0.89,110.0,0.16,204.0,0.73,98.0,51.81,1.87,87.0,0.2,190.0,1.67,76.0,33.01,-0.83,391.0,-0.11,282.0,-0.72,398.0,20.46,0.03,233.0,0.27,133.0,-0.23,337.0,-14.63,-0.06,236.0,0.06,214.0,-0.12,257.0,107.3,2015-16
30,1626153,Delon Wright,0.0,224.0,-0.07,250.0,0.07,206.0,106.16,0.91,108.0,0.59,116.0,0.32,156.0,51.81,1.95,79.0,0.35,170.0,1.6,77.0,33.01,0.11,199.0,0.34,132.0,-0.22,296.0,20.46,0.53,107.0,-0.06,254.0,0.58,51.0,-14.63,0.13,183.0,0.06,213.0,0.07,189.0,107.3,2015-16
31,1626154,RJ Hunter,-1.58,384.0,0.48,143.0,-2.06,450.0,106.16,-0.72,339.0,0.11,213.0,-0.83,393.0,51.81,-1.9,395.0,-0.7,333.0,-1.2,366.0,33.01,-0.06,243.0,0.12,200.0,-0.18,281.0,20.46,0.65,79.0,0.72,51.0,-0.07,266.0,-14.63,-0.44,339.0,0.34,126.0,-0.77,441.0,107.3,2015-16
32,1626155,Sam Dekker,-0.14,236.0,-0.22,280.0,0.08,205.0,106.16,-0.27,274.0,-0.13,272.0,-0.14,261.0,51.81,0.4,187.0,0.08,208.0,0.32,184.0,33.01,-0.04,237.0,-0.01,245.0,-0.03,230.0,20.46,-0.02,249.0,-0.09,268.0,0.06,204.0,-14.63,-0.01,220.0,-0.04,252.0,0.03,202.0,107.3,2015-16
33,1626156,DAngelo Russell,-2.66,439.0,-1.3,401.0,-1.36,404.0,106.16,-1.4,411.0,-0.16,285.0,-1.24,440.0,51.81,-1.13,338.0,1.09,98.0,-2.22,433.0,33.01,0.08,207.0,-0.02,249.0,0.11,193.0,20.46,0.07,220.0,-0.11,279.0,0.18,166.0,-14.63,-1.99,468.0,-0.69,417.0,-1.3,466.0,107.3,2015-16
34,1626157,Karl-Anthony Towns,0.83,146.0,-1.65,434.0,2.49,25.0,106.16,0.26,190.0,-0.66,378.0,0.92,73.0,51.81,1.89,86.0,0.98,107.0,0.9,133.0,33.01,-0.04,235.0,-1.02,445.0,0.98,55.0,20.46,-0.61,389.0,-0.6,419.0,-0.01,243.0,-14.63,-0.05,234.0,-0.7,421.0,0.64,66.0,107.3,2015-16
35,1626158,Richaun Holmes,2.25,58.0,0.02,231.0,2.23,32.0,106.16,1.36,70.0,0.28,178.0,1.07,60.0,51.81,-1.11,336.0,-2.0,430.0,0.89,134.0,33.01,1.96,20.0,0.93,31.0,1.03,53.0,20.46,-0.1,275.0,-0.1,275.0,0.0,233.0,-14.63,0.07,196.0,-0.25,336.0,0.32,115.0,107.3,2015-16
36,1626159,Justise Winslow,2.15,61.0,2.63,13.0,-0.48,295.0,106.16,0.11,213.0,0.48,136.0,-0.37,316.0,51.81,2.44,53.0,0.01,218.0,2.43,39.0,33.01,1.0,80.0,1.42,8.0,-0.42,345.0,20.46,0.8,53.0,0.89,29.0,-0.09,275.0,-14.63,1.03,56.0,1.21,14.0,-0.18,287.0,107.3,2015-16
37,1626161,Willie Cauley-Stein,-0.76,311.0,-1.41,414.0,0.65,143.0,106.16,-0.71,336.0,-0.81,403.0,0.11,204.0,51.81,3.12,34.0,1.98,50.0,1.14,103.0,33.01,0.39,156.0,-1.11,458.0,1.5,21.0,20.46,0.14,201.0,-0.14,297.0,0.27,138.0,-14.63,-0.39,323.0,-0.8,434.0,0.41,97.0,107.3,2015-16
38,1626162,Kelly Oubre Jr.,-0.66,300.0,-0.41,309.0,-0.25,259.0,106.16,-0.15,254.0,0.62,112.0,-0.77,381.0,51.81,-0.38,267.0,-2.44,451.0,2.06,55.0,33.01,0.14,194.0,-0.65,405.0,0.79,78.0,20.46,-0.04,261.0,-0.35,368.0,0.31,121.0,-14.63,-0.31,300.0,-0.17,310.0,-0.13,264.0,107.3,2015-16
39,1626163,Frank Kaminsky,-1.11,346.0,-0.34,300.0,-0.77,331.0,106.16,-1.21,393.0,-0.22,293.0,-1.0,419.0,51.81,1.04,130.0,-1.51,406.0,2.55,37.0,33.01,0.22,180.0,0.99,28.0,-0.77,404.0,20.46,-0.6,386.0,-0.79,445.0,0.2,161.0,-14.63,-0.39,326.0,0.17,173.0,-0.56,400.0,107.3,2015-16
40,1626164,Devin Booker,-2.74,442.0,-2.48,464.0,-0.26,262.0,106.16,-1.09,378.0,-0.49,343.0,-0.6,350.0,51.81,1.92,81.0,-0.19,255.0,2.1,54.0,33.01,-2.01,456.0,-1.18,463.0,-0.82,408.0,20.46,-0.69,403.0,-0.63,423.0,-0.06,263.0,-14.63,-1.92,465.0,-1.17,461.0,-0.75,436.0,107.3,2015-16
41,1626166,Cameron Payne,-1.09,344.0,-0.59,327.0,-0.5,297.0,106.16,-1.96,445.0,-1.67,462.0,-0.3,299.0,51.81,-5.06,475.0,-1.91,426.0,-3.15,461.0,33.01,0.54,132.0,-0.1,275.0,0.64,96.0,20.46,0.31,145.0,0.14,172.0,0.16,173.0,-14.63,-0.81,399.0,-0.71,422.0,-0.09,248.0,107.3,2015-16
42,1626167,Myles Turner,-1.33,363.0,0.03,230.0,-1.35,403.0,106.16,0.1,215.0,0.56,124.0,-0.46,329.0,51.81,-1.98,399.0,-0.55,316.0,-1.42,385.0,33.01,-1.27,423.0,0.11,201.0,-1.39,456.0,20.46,0.13,203.0,0.15,170.0,-0.02,246.0,-14.63,-1.1,428.0,0.03,231.0,-1.12,462.0,107.3,2015-16
43,1626168,Trey Lyles,-2.87,448.0,-1.42,416.0,-1.45,414.0,106.16,-0.81,353.0,-0.73,387.0,-0.08,248.0,51.81,-2.37,426.0,-0.89,362.0,-1.48,393.0,33.01,-1.05,410.0,0.25,166.0,-1.3,451.0,20.46,0.5,113.0,-0.15,305.0,0.65,42.0,-14.63,-0.76,392.0,-0.43,371.0,-0.33,342.0,107.3,2015-16
44,1626169,Stanley Johnson,0.51,173.0,0.68,122.0,-0.17,246.0,106.16,-0.61,324.0,-0.16,286.0,-0.45,328.0,51.81,-0.29,259.0,-2.3,442.0,2.01,58.0,33.01,0.78,100.0,1.02,26.0,-0.24,302.0,20.46,-0.96,432.0,-0.59,418.0,-0.38,387.0,-14.63,-0.59,364.0,-0.11,286.0,-0.49,388.0,107.3,2015-16
45,1626170,Jerian Grant,-0.41,270.0,0.41,153.0,-0.82,336.0,106.16,-2.17,452.0,-0.78,396.0,-1.38,446.0,51.81,0.59,168.0,-0.21,261.0,0.8,141.0,33.01,-1.17,416.0,-0.95,436.0,-0.22,294.0,20.46,0.65,78.0,0.34,109.0,0.31,120.0,-14.63,-1.01,419.0,-0.19,317.0,-0.82,448.0,107.3,2015-16
46,1626171,Bobby Portis,-1.86,403.0,-1.96,447.0,0.11,199.0,106.16,-3.38,473.0,-1.35,443.0,-2.02,470.0,51.81,-3.46,460.0,-0.64,327.0,-2.82,452.0,33.01,0.81,98.0,-0.29,336.0,1.1,46.0,20.46,0.19,184.0,-1.03,461.0,1.21,3.0,-14.63,-1.51,447.0,-1.22,464.0,-0.29,328.0,107.3,2015-16
47,1626172,Kevon Looney,0.34,187.0,-0.26,287.0,0.6,148.0,106.16,-0.84,357.0,-0.61,373.0,-0.22,279.0,51.81,0.56,170.0,0.32,174.0,0.25,190.0,33.01,-0.04,238.0,-0.24,323.0,0.2,166.0,20.46,-0.09,272.0,-0.13,288.0,0.04,216.0,-14.63,-0.26,285.0,-0.28,343.0,0.02,208.0,107.3,2015-16
48,1626173,Rashad Vaughn,-1.11,345.0,0.24,190.0,-1.35,402.0,106.16,-0.75,344.0,-0.51,348.0,-0.24,287.0,51.81,-1.46,363.0,0.15,198.0,-1.62,400.0,33.01,0.75,108.0,0.09,204.0,0.66,94.0,20.46,-0.76,412.0,-0.38,378.0,-0.39,388.0,-14.63,-0.88,409.0,-0.41,365.0,-0.47,385.0,107.3,2015-16
49,1626174,Christian Wood,-1.18,352.0,-0.6,333.0,-0.57,307.0,106.16,-0.74,343.0,-0.59,369.0,-0.15,264.0,51.81,1.24,118.0,0.73,131.0,0.52,167.0,33.01,-0.89,398.0,-0.49,379.0,-0.41,344.0,20.46,0.68,73.0,0.06,204.0,0.61,44.0,-14.63,-0.29,296.0,-0.23,331.0,-0.06,234.0,107.3,2015-16
50,1626175,Jordan Mickey,-0.27,255.0,0.15,212.0,-0.42,285.0,106.16,-0.15,255.0,0.2,196.0,-0.35,311.0,51.81,-0.08,228.0,0.19,194.0,-0.27,266.0,33.01,0.32,162.0,-0.0,242.0,0.32,140.0,20.46,0.07,219.0,0.07,198.0,0.0,235.0,-14.63,-0.02,224.0,0.07,207.0,-0.09,247.0,107.3,2015-16
51,1626176,Rakeem Christmas,-0.45,273.0,-0.35,302.0,-0.1,235.0,106.16,-0.15,253.0,-0.36,318.0,0.21,184.0,51.81,-0.06,224.0,0.1,205.0,-0.15,242.0,33.01,-0.13,259.0,-0.14,291.0,0.01,217.0,20.46,-0.13,284.0,-0.05,247.0,-0.08,270.0,-14.63,-0.14,259.0,-0.13,297.0,-0.01,219.0,107.3,2015-16
52,1626178,Rondae Hollis-Jefferson,1.61,92.0,2.73,11.0,-1.12,377.0,106.16,-0.09,242.0,0.94,63.0,-1.03,423.0,51.81,0.6,166.0,1.55,72.0,-0.95,342.0,33.01,1.34,48.0,0.5,95.0,0.83,70.0,20.46,0.19,181.0,0.54,72.0,-0.35,379.0,-14.63,0.02,207.0,0.63,58.0,-0.61,409.0,107.3,2015-16
53,1626179,Terry Rozier,-2.56,435.0,-0.21,278.0,-2.35,457.0,106.16,-2.99,471.0,-0.88,406.0,-2.11,474.0,51.81,-0.37,264.0,-0.13,244.0,-0.24,258.0,33.01,0.52,134.0,0.05,217.0,0.47,116.0,20.46,0.65,77.0,-0.01,229.0,0.66,39.0,-14.63,-0.69,386.0,-0.05,262.0,-0.63,417.0,107.3,2015-16
54,1626181,Norman Powell,0.05,211.0,0.53,136.0,-0.47,294.0,106.16,0.74,135.0,0.23,187.0,0.5,124.0,51.81,-0.75,298.0,-0.72,336.0,-0.03,224.0,33.01,0.1,201.0,-0.23,317.0,0.33,139.0,20.46,-0.38,354.0,-0.35,369.0,-0.03,247.0,-14.63,0.65,103.0,0.04,224.0,0.61,70.0,107.3,2015-16
55,1626183,Branden Dawson,-1.39,368.0,-0.99,374.0,-0.4,283.0,106.16,-0.25,271.0,-0.27,303.0,0.02,221.0,51.81,-0.2,241.0,0.18,196.0,-0.38,281.0,33.01,-0.15,268.0,-0.16,298.0,0.0,220.0,20.46,-0.57,383.0,-0.39,382.0,-0.18,312.0,-14.63,-0.2,274.0,-0.15,304.0,-0.05,229.0,107.3,2015-16
56,1626185,Jarell Martin,0.32,189.0,-0.13,258.0,0.45,163.0,106.16,-0.76,345.0,-0.17,289.0,-0.58,348.0,51.81,1.21,119.0,-0.64,325.0,1.85,64.0,33.01,1.66,32.0,0.18,184.0,1.48,23.0,20.46,0.09,213.0,0.28,129.0,-0.18,316.0,-14.63,-0.27,287.0,-0.18,312.0,-0.09,246.0,107.3,2015-16
57,1626191,Chris McCullough,-2.53,431.0,-1.64,433.0,-0.89,345.0,106.16,-1.09,379.0,-1.26,435.0,0.17,189.0,51.81,-0.23,249.0,1.04,102.0,-1.27,373.0,33.01,-0.58,354.0,-0.8,419.0,0.22,160.0,20.46,-0.34,343.0,-0.1,273.0,-0.24,340.0,-14.63,-0.89,410.0,-0.82,438.0,-0.08,240.0,107.3,2015-16
58,1626192,Pat Connaughton,-0.97,332.0,-0.04,241.0,-0.93,352.0,106.16,-0.41,300.0,0.57,120.0,-0.98,415.0,51.81,-0.82,307.0,-0.61,323.0,-0.21,251.0,33.01,0.1,203.0,-0.15,297.0,0.25,153.0,20.46,-0.09,273.0,-0.06,257.0,-0.03,250.0,-14.63,-0.13,252.0,0.2,159.0,-0.33,338.0,107.3,2015-16
59,1626196,Josh Richardson,1.52,98.0,1.66,52.0,-0.15,242.0,106.16,-0.21,267.0,-0.11,263.0,-0.1,256.0,51.81,-0.04,221.0,-0.68,329.0,0.64,153.0,33.01,0.99,82.0,0.13,198.0,0.86,64.0,20.46,-0.04,259.0,-0.09,270.0,0.05,210.0,-14.63,0.26,158.0,0.07,205.0,0.19,151.0,107.3,2015-16
60,1626199,Darrun Hilliard,0.7,157.0,1.61,55.0,-0.91,349.0,106.16,0.84,120.0,0.36,161.0,0.48,127.0,51.81,0.46,180.0,0.86,114.0,-0.4,284.0,33.01,-0.47,334.0,-0.27,331.0,-0.2,285.0,20.46,-0.07,267.0,-0.03,235.0,-0.04,256.0,-14.63,0.16,175.0,0.14,181.0,0.02,206.0,107.3,2015-16
61,1626202,Joe Young,-1.17,351.0,-0.95,372.0,-0.23,255.0,106.16,-0.29,280.0,-0.05,246.0,-0.24,286.0,51.81,0.31,195.0,0.56,146.0,-0.25,262.0,33.01,1.14,62.0,0.53,89.0,0.61,98.0,20.46,-1.34,461.0,-1.14,469.0,-0.2,325.0,-14.63,-0.49,348.0,-0.18,314.0,-0.31,332.0,107.3,2015-16
62,1626204,Larry Nance Jr.,2.19,60.0,0.87,104.0,1.32,76.0,106.16,1.28,77.0,0.45,137.0,0.83,80.0,51.81,-2.31,422.0,-0.05,233.0,-2.26,434.0,33.01,0.72,109.0,-0.38,362.0,1.1,45.0,20.46,-0.45,362.0,0.03,211.0,-0.49,410.0,-14.63,0.2,168.0,0.24,148.0,-0.04,228.0,107.3,2015-16
63,1626209,Mario Hezonja,-2.5,430.0,-1.19,390.0,-1.31,397.0,106.16,0.07,221.0,-0.36,316.0,0.43,138.0,51.81,-2.28,421.0,-0.81,351.0,-1.47,391.0,33.01,-0.71,380.0,0.62,78.0,-1.33,454.0,20.46,0.34,138.0,-0.06,251.0,0.39,94.0,-14.63,0.0,214.0,0.23,149.0,-0.23,309.0,107.3,2015-16
64,1626210,Alan Williams,0.21,196.0,-0.39,307.0,0.6,146.0,106.16,-0.52,315.0,-0.25,299.0,-0.27,293.0,51.81,0.22,198.0,-0.17,252.0,0.39,175.0,33.01,0.75,107.0,0.17,186.0,0.57,101.0,20.46,0.07,222.0,-0.08,267.0,0.15,176.0,-14.63,-0.08,243.0,-0.16,307.0,0.08,184.0,107.3,2015-16
