,playerName,ShotQualityImpactO,ShotQualityImpactD
0,Vince Carter,1.921373961499413,-0.6983478056947099
1,Dirk Nowitzki,0.4655465145457439,0.3463364441974312
2,Jason Terry,0.27791244579202634,-0.9334743944655092
3,Manu Ginobili,1.1476694228893705,0.7332819226399737
4,Jamal Crawford,-1.9788796588835011,-0.17900070966300385
5,Tyson Chandler,-1.0321834933392946,1.2118459420416503
6,Pau Gasol,0.9325794028834168,0.15788485894890378
7,Joe Johnson,0.3132643500512834,-1.1997910008129251
8,Richard Jefferson,-1.3928681302717076,0.7847771706211734
9,Zach Randolph,-1.1485458126710948,-1.288683815949923
10,Tony Parker,0.6340373347975434,1.4999717683559646
11,Nene,0.692581814430287,0.47663945971276506
12,LeBron James,5.855941559138568,1.6862182131129042
13,Carmelo Anthony,-1.234789319056081,-1.0665208169146356
14,Dwyane Wade,-0.33925247506269296,-0.27912041109503166
15,Nick Collison,0.4921867367319399,0.7758758116775671
16,David West,0.34228334953593403,0.41185934743909614
17,Kendrick Perkins,-1.317743323226886,0.7538073061704706
18,Zaza Pachulia,-1.7410351384523142,0.0031196950947187233
19,Kyle Korver,5.131765050089966,0.07708504276089226
20,Udonis Haslem,-3.081325774621066,-1.0084672142660158
21,Dwight Howard,2.2820015740262285,1.7948641847571232
22,Emeka Okafor,-1.0852372951730642,-0.34860161104966164
23,Shaun Livingston,-1.4382093628314259,0.6051303966669588
24,Devin Harris,0.6777862821084277,0.39170981390644943
25,Luol Deng,0.006321076810076485,0.12726692751868837
26,Andre Iguodala,0.16022492968714544,1.1544907938332196
27,Al Jefferson,-1.9940549214966063,-0.3231780734620758
28,JR Smith,0.7169910988760707,0.3039143610721452
29,Jameer Nelson,0.6315071294563781,0.14980392301941528
30,Tony Allen,-0.4368320788237421,-0.8014774090017939
31,Trevor Ariza,0.9757437033506952,-0.41297577629708343
32,Damien Wilkins,-1.3536143639238845,0.23532477721960587
33,Andrew Bogut,-1.4201332211706357,0.6793779532286028
34,Marvin Williams,-0.9111581255274582,-1.4276095302028327
35,Chris Paul,2.226501766892942,0.29448479732674393
36,Raymond Felton,-0.12289746835977503,-0.8013600266232843
37,Channing Frye,3.1243699375268155,0.7184333326929151
38,Gerald Green,1.875829722809915,-0.7090562272384879
39,Jarrett Jack,0.04325251945324682,0.7754983662625986
40,Ian Mahinmi,0.1664836561276166,-0.26630294378744207
41,CJ Miles,2.461185587224539,-0.553186599040422
42,Ersan Ilyasova,0.19806239389982236,0.8408658740065514
43,Lou Williams,1.6487666858539414,-0.5491037948427896
44,Amir Johnson,0.0757544363901366,0.22808223937352456
45,Marcin Gortat,2.0616449833466794,0.29492605927059656
46,Jose Calderon,1.315118757015505,-1.3030009753103753
47,LaMarcus Aldridge,0.40020045775544005,1.8128179055337335
48,Rudy Gay,-1.0556321300957026,0.04684202475532126
49,JJ Redick,3.9503039346409317,1.2577398399084267
50,Thabo Sefolosha,0.7255881677206015,-0.5888441055215179
51,Rajon Rondo,0.45633626914263375,-1.0164261118887308
52,Kyle Lowry,3.8494920916607818,0.5695203571557539
53,PJ Tucker,0.12096887798292873,0.9681409084215401
54,Paul Millsap,-1.5996354407659585,0.25213236053178706
55,J.J. Barea,2.9284127261244994,-0.18853354979671016
56,Kevin Durant,3.5929606723723952,-0.08498270886584434
57,Al Horford,2.765398088987949,0.4176451336282323
58,Mike Conley,1.4362468856873931,1.0287518947420249
59,Jeff Green,-0.7914516876119767,1.2232562842905204
60,Corey Brewer,0.37095898926263526,-0.3865720022428137
61,Brandan Wright,2.3529807960906113,1.7362983738879998
62,Joakim Noah,-1.976872998115607,1.250385995516201
63,Thaddeus Young,-0.43749150926447455,-0.40436082184220645
64,Nick Young,0.03561509944210826,0.31540054178507454
65,Marco Belinelli,1.4099747279994184,-0.11044372143956437
