,playerId,playerName,LA-RAPM,LA-RAPM_Rank,LA-RAPM__Def,LA-RAPM__Def_Rank,LA-RAPM__Off,LA-RAPM__Off_Rank,LA-RAPM__intercept,RA-EFG,RA-EFG_Rank,RA-EFG__Def,RA-EFG__Def_Rank,RA-EFG__Off,RA-EFG__Off_Rank,RA-EFG__intercept,RA-FTR,RA-FTR_Rank,RA-FTR__Def,RA-FTR__Def_Rank,RA-FTR__Off,RA-FTR__Off_Rank,RA-FTR__intercept,RA-ORBD,RA-ORBD_Rank,RA-ORBD__Def,RA-ORBD__Def_Rank,RA-ORBD__Off,RA-ORBD__Off_Rank,RA-ORBD__intercept,RA-TOV,RA-TOV_Rank,RA-TOV__Def,RA-TOV__Def_Rank,RA-TOV__Off,RA-TOV__Off_Rank,RA-TOV__intercept,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,RAPM__intercept,season
31,101236,Chuck Hayes,0.65,160.0,1.31,77.0,-0.67,322.0,105.52,-0.48,311.0,-0.25,296.0,-0.22,290.0,51.59,-4.71,474.0,-3.63,472.0,-1.08,365.0,34.22,2.9,4.0,1.4,10.0,1.5,19.0,22.3,0.17,187.0,0.4,96.0,-0.22,326.0,-15.45,1.13,112.0,0.71,113.0,0.42,154.0,106.76,2013-14
32,101249,John Lucas III,-2.71,439.0,-0.15,255.0,-2.56,465.0,105.52,-1.53,421.0,-0.36,319.0,-1.17,443.0,51.59,-2.38,432.0,-0.04,249.0,-2.34,452.0,34.22,0.1,210.0,-0.56,404.0,0.66,84.0,22.3,-1.2,451.0,0.1,189.0,-1.29,480.0,-15.45,-2.7,462.0,-0.17,270.0,-2.54,475.0,106.76,2013-14
33,1495,Tim Duncan,1.67,103.0,2.04,40.0,-0.37,284.0,105.52,0.36,183.0,0.19,192.0,0.17,192.0,51.59,0.91,146.0,2.13,51.0,-1.22,380.0,34.22,0.38,151.0,0.81,47.0,-0.43,351.0,22.3,-1.53,472.0,-1.29,479.0,-0.24,336.0,-15.45,0.97,123.0,0.53,143.0,0.44,148.0,106.76,2013-14
34,1497,Chauncey Billups,0.28,188.0,0.31,187.0,-0.04,231.0,105.52,0.55,166.0,-0.17,270.0,0.72,91.0,51.59,-0.99,342.0,-0.89,355.0,-0.1,232.0,34.22,0.46,143.0,-0.12,282.0,0.57,98.0,22.3,-0.74,409.0,0.05,211.0,-0.79,449.0,-15.45,-0.62,310.0,-0.35,304.0,-0.28,292.0,106.76,2013-14
35,1713,Vince Carter,0.67,157.0,0.67,143.0,-0.0,226.0,105.52,0.08,220.0,0.33,167.0,-0.25,297.0,51.59,-4.93,478.0,-6.4,482.0,1.47,79.0,34.22,0.43,145.0,1.33,13.0,-0.89,422.0,22.3,1.06,40.0,0.35,107.0,0.71,46.0,-15.45,0.92,129.0,0.91,91.0,0.0,227.0,106.76,2013-14
36,1717,Dirk Nowitzki,3.12,38.0,0.63,147.0,2.49,30.0,105.52,0.79,128.0,-0.23,290.0,1.02,54.0,51.59,0.33,203.0,-0.24,280.0,0.57,145.0,34.22,-0.01,230.0,-0.05,258.0,0.03,235.0,22.3,1.33,24.0,0.3,125.0,1.03,13.0,-15.45,3.14,22.0,0.44,153.0,2.71,13.0,106.76,2013-14
37,1718,Paul Pierce,2.31,71.0,2.38,28.0,-0.08,238.0,105.52,0.22,202.0,0.64,114.0,-0.42,335.0,51.59,1.24,119.0,0.12,220.0,1.12,96.0,34.22,-1.07,415.0,0.37,129.0,-1.44,466.0,22.3,0.17,189.0,0.62,57.0,-0.45,393.0,-15.45,0.86,137.0,1.58,40.0,-0.73,364.0,106.76,2013-14
38,1733,Al Harrington,-0.69,309.0,-0.55,315.0,-0.14,247.0,105.52,-0.51,315.0,-1.18,443.0,0.67,98.0,51.59,-0.14,241.0,-0.44,294.0,0.3,175.0,34.22,-0.25,286.0,-0.28,338.0,0.03,233.0,22.3,-0.17,285.0,0.64,55.0,-0.81,452.0,-15.45,-0.07,239.0,-0.36,307.0,0.29,168.0,106.76,2013-14
39,1737,Nazr Mohammed,1.07,133.0,2.58,21.0,-1.51,413.0,105.52,-0.19,269.0,1.81,15.0,-2.0,476.0,51.59,2.1,70.0,0.28,191.0,1.82,56.0,34.22,0.58,122.0,0.13,200.0,0.46,118.0,22.3,-0.23,309.0,0.39,100.0,-0.62,423.0,-15.45,-0.04,234.0,1.97,17.0,-2.01,462.0,106.76,2013-14
40,1740,Rashard Lewis,2.15,80.0,1.27,79.0,0.87,128.0,105.52,-0.13,258.0,-0.77,393.0,0.63,103.0,51.59,-0.68,311.0,0.21,199.0,-0.89,339.0,34.22,0.69,105.0,0.98,33.0,-0.29,324.0,22.3,0.49,108.0,0.57,61.0,-0.08,272.0,-15.45,-0.22,262.0,-0.22,282.0,0.0,229.0,106.76,2013-14
41,1882,Elton Brand,0.69,155.0,1.26,81.0,-0.57,311.0,105.52,0.97,112.0,-0.33,315.0,1.3,34.0,51.59,1.0,140.0,1.53,85.0,-0.53,296.0,34.22,-0.15,266.0,1.14,23.0,-1.29,455.0,22.3,-0.79,416.0,-0.35,360.0,-0.43,386.0,-15.45,0.1,209.0,-0.16,266.0,0.26,172.0,106.76,2013-14
42,1889,Andre Miller,1.81,95.0,2.14,37.0,-0.33,275.0,105.52,2.72,12.0,1.92,10.0,0.8,77.0,51.59,1.46,102.0,1.9,62.0,-0.44,282.0,34.22,-0.24,282.0,-0.52,394.0,0.28,157.0,22.3,-0.15,279.0,-0.16,296.0,0.01,235.0,-15.45,2.2,50.0,1.63,35.0,0.57,126.0,106.76,2013-14
43,1890,Shawn Marion,-0.45,276.0,0.68,141.0,-1.13,373.0,105.52,1.46,65.0,0.56,125.0,0.9,62.0,51.59,-0.55,297.0,2.6,37.0,-3.15,474.0,34.22,-0.68,372.0,-0.94,449.0,0.26,159.0,22.3,-0.37,347.0,0.02,228.0,-0.39,378.0,-15.45,0.07,215.0,-0.21,281.0,0.28,170.0,106.76,2013-14
44,1891,Jason Terry,-0.28,261.0,-0.34,285.0,0.06,217.0,105.52,-1.26,400.0,-0.53,354.0,-0.73,388.0,51.59,-2.54,438.0,-2.33,449.0,-0.21,256.0,34.22,0.43,146.0,-0.28,341.0,0.71,73.0,22.3,0.1,203.0,0.42,91.0,-0.32,364.0,-15.45,-1.33,385.0,-0.84,387.0,-0.49,324.0,106.76,2013-14
45,1905,Andrei Kirilenko,0.12,210.0,0.14,212.0,-0.02,229.0,105.52,-0.72,343.0,-0.39,324.0,-0.33,318.0,51.59,2.1,69.0,-0.78,341.0,2.88,29.0,34.22,-0.44,341.0,-1.16,462.0,0.73,71.0,22.3,-0.31,332.0,0.67,53.0,-0.98,466.0,-15.45,-1.2,375.0,-0.15,262.0,-1.05,399.0,106.76,2013-14
46,1938,Manu Ginobili,5.86,5.0,1.71,53.0,4.16,7.0,105.52,2.87,8.0,-0.24,294.0,3.12,3.0,51.59,2.05,73.0,0.14,212.0,1.91,51.0,34.22,-0.28,297.0,0.77,54.0,-1.05,439.0,22.3,1.19,30.0,1.01,25.0,0.18,166.0,-15.45,4.58,5.0,1.19,64.0,3.39,5.0,106.76,2013-14
47,200745,Andrea Bargnani,-4.81,478.0,-1.7,439.0,-3.11,474.0,105.52,-2.96,478.0,-0.96,417.0,-2.0,477.0,51.59,0.12,219.0,2.68,30.0,-2.56,461.0,34.22,0.91,79.0,1.0,31.0,-0.09,276.0,22.3,-0.31,329.0,-0.35,355.0,0.04,216.0,-15.45,-3.56,476.0,-1.02,405.0,-2.54,476.0,106.76,2013-14
48,200746,LaMarcus Aldridge,3.38,28.0,2.26,33.0,1.12,99.0,105.52,1.46,64.0,1.29,40.0,0.17,197.0,51.59,2.76,45.0,2.86,24.0,-0.1,233.0,34.22,1.22,59.0,0.73,58.0,0.49,112.0,22.3,-0.13,275.0,-0.47,396.0,0.34,124.0,-15.45,3.04,25.0,1.36,53.0,1.68,46.0,106.76,2013-14
49,200751,Randy Foye,-0.91,328.0,-1.07,374.0,0.16,203.0,105.52,0.5,173.0,0.81,88.0,-0.32,311.0,51.59,1.71,86.0,0.1,222.0,1.61,71.0,34.22,1.27,54.0,0.13,196.0,1.14,34.0,22.3,-1.42,467.0,-0.66,437.0,-0.76,444.0,-15.45,-0.58,307.0,-0.62,352.0,0.05,220.0,106.76,2013-14
50,200752,Rudy Gay,-0.98,331.0,-0.84,353.0,-0.15,249.0,105.52,-0.82,358.0,-1.01,424.0,0.19,188.0,51.59,1.62,93.0,0.7,145.0,0.92,107.0,34.22,2.28,11.0,1.28,16.0,1.0,46.0,22.3,-1.02,441.0,-0.41,376.0,-0.61,420.0,-15.45,-0.45,294.0,-0.43,320.0,-0.01,231.0,106.76,2013-14
51,200755,JJ Redick,2.77,50.0,-1.16,391.0,3.93,10.0,105.52,1.92,33.0,0.28,175.0,1.64,21.0,51.59,0.46,187.0,0.24,195.0,0.22,187.0,34.22,-0.12,259.0,-0.27,334.0,0.15,198.0,22.3,0.29,157.0,-0.33,351.0,0.61,67.0,-15.45,1.93,60.0,-0.32,295.0,2.25,22.0,106.76,2013-14
52,200756,Hilton Armstrong,1.47,112.0,0.28,192.0,1.2,92.0,105.52,0.69,146.0,0.75,96.0,-0.07,257.0,51.59,-0.44,286.0,-0.18,267.0,-0.27,265.0,34.22,0.63,118.0,-0.05,260.0,0.68,80.0,22.3,0.34,140.0,0.12,177.0,0.22,149.0,-15.45,0.82,141.0,0.61,126.0,0.21,178.0,106.76,2013-14
53,200757,Thabo Sefolosha,-2.13,408.0,-0.33,284.0,-1.81,431.0,105.52,-0.76,354.0,-0.35,318.0,-0.41,334.0,51.59,0.4,192.0,2.67,33.0,-2.27,448.0,34.22,0.3,173.0,0.0,237.0,0.29,151.0,22.3,-0.23,306.0,0.21,151.0,-0.44,387.0,-15.45,-0.53,303.0,0.55,136.0,-1.08,403.0,106.76,2013-14
54,200758,Ronnie Brewer,-1.47,367.0,-1.14,385.0,-0.33,276.0,105.52,-0.71,340.0,-0.58,360.0,-0.14,270.0,51.59,-0.64,305.0,0.57,160.0,-1.21,379.0,34.22,-1.6,453.0,-0.81,437.0,-0.8,413.0,22.3,0.54,101.0,-0.11,278.0,0.64,61.0,-15.45,-1.04,358.0,-0.94,394.0,-0.1,252.0,106.76,2013-14
55,200765,Rajon Rondo,-3.46,460.0,-3.42,480.0,-0.04,233.0,105.52,-2.75,472.0,-1.95,472.0,-0.8,393.0,51.59,-3.75,467.0,-2.2,443.0,-1.55,413.0,34.22,0.85,86.0,0.27,152.0,0.58,97.0,22.3,0.8,67.0,0.07,199.0,0.73,44.0,-15.45,-2.17,435.0,-2.08,469.0,-0.09,245.0,106.76,2013-14
56,200768,Kyle Lowry,4.22,17.0,0.93,110.0,3.3,14.0,105.52,1.6,55.0,0.4,154.0,1.19,44.0,51.59,0.34,201.0,-4.92,480.0,5.26,7.0,34.22,1.51,40.0,0.24,161.0,1.27,27.0,22.3,1.84,9.0,1.17,14.0,0.66,56.0,-15.45,2.67,34.0,0.44,152.0,2.24,23.0,106.76,2013-14
57,200769,Shannon Brown,-2.6,435.0,-1.13,383.0,-1.47,409.0,105.52,-1.34,407.0,-0.44,333.0,-0.9,412.0,51.59,1.67,89.0,0.17,206.0,1.5,78.0,34.22,-0.88,402.0,-0.4,370.0,-0.49,363.0,22.3,0.37,132.0,0.49,78.0,-0.11,288.0,-15.45,-1.62,404.0,-0.53,339.0,-1.09,404.0,106.76,2013-14
58,200770,Jordan Farmar,-2.78,443.0,-1.13,379.0,-1.66,423.0,105.52,0.99,108.0,-0.3,307.0,1.29,35.0,51.59,-3.14,457.0,-0.18,266.0,-2.97,471.0,34.22,-0.43,338.0,0.02,233.0,-0.45,354.0,22.3,0.09,206.0,-0.09,267.0,0.18,163.0,-15.45,-0.7,324.0,-0.75,377.0,0.05,219.0,106.76,2013-14
59,200777,Joel Freeland,-0.12,240.0,0.15,209.0,-0.27,271.0,105.52,1.68,49.0,1.53,21.0,0.15,202.0,51.59,-3.0,451.0,-0.39,291.0,-2.62,463.0,34.22,1.25,56.0,-0.38,366.0,1.63,14.0,22.3,-0.81,421.0,-0.6,427.0,-0.2,315.0,-15.45,1.04,118.0,0.15,203.0,0.89,89.0,106.76,2013-14
60,200779,Steve Novak,2.03,85.0,-0.49,306.0,2.51,28.0,105.52,0.72,139.0,0.23,181.0,0.49,121.0,51.59,0.66,166.0,-0.58,312.0,1.24,86.0,34.22,-1.49,447.0,-0.47,383.0,-1.02,435.0,22.3,0.09,204.0,-0.26,323.0,0.36,119.0,-15.45,0.31,180.0,-0.75,376.0,1.06,75.0,106.76,2013-14
61,200782,PJ Tucker,-0.16,243.0,-1.25,399.0,1.09,102.0,105.52,0.2,205.0,0.14,206.0,0.05,228.0,51.59,-2.58,439.0,-3.59,471.0,1.01,101.0,34.22,1.53,37.0,0.34,135.0,1.19,30.0,22.3,-0.71,405.0,-0.58,421.0,-0.12,291.0,-15.45,0.23,195.0,-0.3,292.0,0.53,134.0,106.76,2013-14
62,200794,Paul Millsap,1.86,93.0,0.98,105.0,0.88,127.0,105.52,0.79,127.0,0.01,239.0,0.78,80.0,51.59,2.54,49.0,1.82,67.0,0.72,128.0,34.22,0.2,189.0,-0.01,247.0,0.22,172.0,22.3,-0.11,268.0,0.3,128.0,-0.4,384.0,-15.45,1.45,89.0,0.64,118.0,0.81,102.0,106.76,2013-14
63,200797,Ryan Hollins,1.7,100.0,1.56,65.0,0.15,205.0,105.52,1.86,38.0,1.39,30.0,0.47,129.0,51.59,-0.8,322.0,-1.07,363.0,0.27,179.0,34.22,-1.14,421.0,-0.54,398.0,-0.6,387.0,22.3,-0.07,254.0,0.04,219.0,-0.11,285.0,-15.45,1.02,119.0,1.0,82.0,0.02,224.0,106.76,2013-14
64,200811,Lou Amundson,-0.47,280.0,0.8,129.0,-1.27,393.0,105.52,-0.18,268.0,0.31,172.0,-0.49,345.0,51.59,-3.31,459.0,-3.64,473.0,0.33,172.0,34.22,0.28,175.0,-0.09,275.0,0.37,136.0,22.3,0.11,196.0,0.46,83.0,-0.35,369.0,-15.45,-0.34,282.0,0.17,200.0,-0.51,330.0,106.76,2013-14
65,200826,J.J. Barea,-0.62,303.0,1.09,95.0,-1.72,427.0,105.52,-1.21,395.0,0.53,132.0,-1.74,469.0,51.59,-3.09,455.0,-0.72,337.0,-2.37,453.0,34.22,-0.18,273.0,-0.72,424.0,0.54,101.0,22.3,0.72,81.0,0.39,101.0,0.33,127.0,-15.45,-1.84,416.0,0.64,123.0,-2.48,470.0,106.76,2013-14
